id,value,count
TEST_05520,"[[0, 4980]]",1
TEST_05521,"[[0, 790]]",1
TEST_05522,"[[0, 5010]]",1
TEST_05523,"[[0, 5010]]",1
TEST_05524,"[[0, 2150], [2750, 4990]]",2
TEST_05525,"[[0, 4990]]",1
TEST_05526,"[[0, 1500], [1850, 4980]]",2
TEST_05527,"[[0, 3960]]",1
TEST_05528,"[[0, 4980]]",1
TEST_05529,"[[0, 2160]]",1
TEST_05530,"[[0, 5010]]",1
TEST_05531,"[[0, 4980]]",1
TEST_05532,"[[120, 1720], [3210, 3850]]",2
TEST_05533,"[[0, 4980]]",1
TEST_05534,"[[0, 4980]]",1
TEST_05535,"[[2880, 4200]]",1
TEST_05536,"[[40, 1030]]",1
TEST_05537,"[[980, 3600]]",1
TEST_05538,"[[2240, 4980]]",1
TEST_05539,"[[690, 4320]]",1
TEST_05540,"[[0, 4980]]",1
TEST_05541,"[[0, 4980]]",1
TEST_05542,"[[380, 4980]]",1
TEST_05543,"[[460, 4980]]",1
TEST_05544,"[[0, 520], [1560, 2150], [2430, 4980]]",3
TEST_05545,"[[0, 4980]]",1
TEST_05546,"[[0, 4980]]",1
TEST_05547,"[[0, 4980]]",1
TEST_05548,"[[0, 4980]]",1
TEST_05549,[],0
TEST_05550,"[[1510, 4980]]",1
TEST_05551,"[[0, 5000]]",1
TEST_05552,"[[0, 2680], [3110, 3840], [4430, 4980]]",3
TEST_05553,"[[1140, 1790]]",1
TEST_05554,[],0
TEST_05555,"[[0, 4990]]",1
TEST_05556,"[[200, 1450]]",1
TEST_05557,"[[110, 4980]]",1
TEST_05558,"[[0, 4980]]",1
TEST_05559,"[[0, 5000]]",1
TEST_05560,"[[0, 4980]]",1
TEST_05561,"[[940, 4980]]",1
TEST_05562,[],0
TEST_05563,"[[550, 4980]]",1
TEST_05564,[],0
TEST_05565,[],0
TEST_05566,"[[0, 4980]]",1
TEST_05567,"[[0, 1040], [1750, 4980]]",2
TEST_05568,"[[2580, 3730]]",1
TEST_05569,"[[10, 4990]]",1
TEST_05570,"[[0, 4980]]",1
TEST_05571,"[[1430, 3380]]",1
TEST_05572,"[[1270, 4190]]",1
TEST_05573,"[[120, 5000]]",1
TEST_05574,"[[0, 4980]]",1
TEST_05575,"[[960, 4990]]",1
TEST_05576,"[[1500, 4980]]",1
TEST_05577,"[[1080, 1870]]",1
TEST_05578,[],0
TEST_05579,"[[0, 4980]]",1
TEST_05580,"[[1470, 3510]]",1
TEST_05581,"[[560, 3380]]",1
TEST_05582,[],0
TEST_05583,[],0
TEST_05584,"[[0, 4980]]",1
TEST_05585,"[[60, 4990]]",1
TEST_05586,"[[90, 5010]]",1
TEST_05587,[],0
TEST_05588,"[[0, 4980]]",1
TEST_05589,[],0
TEST_05590,[],0
TEST_05591,"[[0, 5000]]",1
TEST_05592,[],0
TEST_05593,"[[430, 2630], [3010, 4980]]",2
TEST_05594,"[[0, 5000]]",1
TEST_05595,"[[0, 4980]]",1
TEST_05596,"[[0, 4980]]",1
TEST_05597,"[[230, 2330]]",1
TEST_05598,"[[0, 5000]]",1
TEST_05599,"[[0, 1710], [2680, 4980]]",2
TEST_05600,"[[510, 4980]]",1
TEST_05601,"[[0, 5010]]",1
TEST_05602,"[[0, 5010]]",1
TEST_05603,"[[0, 5000]]",1
TEST_05604,"[[0, 5010]]",1
TEST_05605,"[[2260, 5010]]",1
TEST_05606,"[[0, 1850], [2290, 4980]]",2
TEST_05607,"[[0, 4980]]",1
TEST_05608,"[[0, 4980]]",1
TEST_05609,"[[20, 3580]]",1
TEST_05610,"[[1280, 3510]]",1
TEST_05611,[],0
TEST_05612,"[[250, 4140]]",1
TEST_05613,"[[0, 1000], [1280, 4980]]",2
TEST_05614,"[[0, 4980]]",1
TEST_05615,"[[0, 4980]]",1
TEST_05616,"[[0, 4980]]",1
TEST_05617,"[[600, 3540]]",1
TEST_05618,"[[0, 790], [1200, 4980]]",2
TEST_05619,"[[1160, 2880]]",1
TEST_05620,"[[520, 4980]]",1
TEST_05621,"[[170, 1520], [1840, 3130], [3590, 4260]]",3
TEST_05622,"[[740, 3910]]",1
TEST_05623,"[[0, 4980]]",1
TEST_05624,"[[0, 4980]]",1
TEST_05625,"[[1290, 3750]]",1
TEST_05626,"[[0, 4980]]",1
TEST_05627,"[[0, 910], [1200, 4980]]",2
TEST_05628,"[[130, 4990]]",1
TEST_05629,"[[0, 4990]]",1
TEST_05630,"[[0, 5000]]",1
TEST_05631,"[[0, 810], [1890, 3240]]",2
TEST_05632,"[[160, 2990]]",1
TEST_05633,"[[0, 4980]]",1
TEST_05634,"[[0, 4980]]",1
TEST_05635,"[[1590, 2910]]",1
TEST_05636,"[[1820, 4210]]",1
TEST_05637,"[[710, 2310]]",1
TEST_05638,"[[1610, 5000]]",1
TEST_05639,"[[0, 2530]]",1
TEST_05640,"[[0, 4980]]",1
TEST_05641,"[[0, 4980]]",1
TEST_05642,"[[0, 4980]]",1
TEST_05643,"[[160, 4990]]",1
TEST_05644,"[[0, 4990]]",1
TEST_05645,[],0
TEST_05646,"[[0, 5010]]",1
TEST_05647,"[[0, 4980]]",1
TEST_05648,"[[0, 4980]]",1
TEST_05649,[],0
TEST_05650,"[[320, 2180]]",1
TEST_05651,"[[0, 4980]]",1
TEST_05652,"[[0, 4990]]",1
TEST_05653,"[[0, 4980]]",1
TEST_05654,"[[0, 1310]]",1
TEST_05655,"[[0, 4980]]",1
TEST_05656,"[[2050, 4980]]",1
TEST_05657,[],0
TEST_05658,"[[1440, 3760]]",1
TEST_05659,"[[0, 5010]]",1
TEST_05660,"[[0, 2910], [3680, 4980]]",2
TEST_05661,"[[0, 4980]]",1
TEST_05662,"[[0, 4980]]",1
TEST_05663,[],0
TEST_05664,"[[0, 480], [1150, 3380]]",2
TEST_05665,"[[610, 4980]]",1
TEST_05666,"[[1710, 4990]]",1
TEST_05667,"[[0, 2960]]",1
TEST_05668,"[[0, 4980]]",1
TEST_05669,"[[0, 4980]]",1
TEST_05670,"[[1950, 3080], [3760, 4980]]",2
TEST_05671,"[[0, 4980]]",1
TEST_05672,"[[1470, 4990]]",1
TEST_05673,"[[660, 4020]]",1
TEST_05674,"[[0, 5000]]",1
TEST_05675,"[[0, 4980]]",1
TEST_05676,"[[0, 4980]]",1
TEST_05677,"[[0, 5010]]",1
TEST_05678,"[[2680, 3260]]",1
TEST_05679,[],0
TEST_05680,"[[0, 4980]]",1
TEST_05681,"[[2070, 3080]]",1
TEST_05682,"[[50, 610], [1090, 4440]]",2
TEST_05683,"[[0, 5000]]",1
TEST_05684,"[[40, 4990]]",1
TEST_05685,"[[2100, 2920]]",1
TEST_05686,"[[1470, 2770], [3550, 4980]]",2
TEST_05687,"[[670, 2290]]",1
TEST_05688,"[[0, 5000]]",1
TEST_05689,"[[0, 5010]]",1
TEST_05690,"[[0, 4980]]",1
TEST_05691,[],0
TEST_05692,"[[0, 3850]]",1
TEST_05693,[],0
TEST_05694,"[[0, 4980]]",1
TEST_05695,"[[0, 530], [1090, 3530], [3810, 4980]]",3
TEST_05696,"[[370, 1660]]",1
TEST_05697,"[[0, 4980]]",1
TEST_05698,"[[0, 4980]]",1
TEST_05699,"[[270, 4440]]",1
TEST_05700,"[[50, 3510]]",1
TEST_05701,"[[0, 5010]]",1
TEST_05702,"[[0, 4980]]",1
TEST_05703,"[[0, 4980]]",1
TEST_05704,"[[0, 4980]]",1
TEST_05705,"[[1420, 4990]]",1
TEST_05706,"[[1340, 3440]]",1
TEST_05707,[],0
TEST_05708,"[[0, 4980]]",1
TEST_05709,[],0
TEST_05710,"[[1220, 4980]]",1
TEST_05711,"[[0, 1130], [1430, 4350]]",2
TEST_05712,"[[0, 5000]]",1
TEST_05713,"[[940, 4390]]",1
TEST_05714,"[[0, 5000]]",1
TEST_05715,"[[0, 1060], [1830, 3000], [3280, 4230]]",3
TEST_05716,"[[0, 4980]]",1
TEST_05717,"[[1480, 4980]]",1
TEST_05718,"[[0, 4980]]",1
TEST_05719,"[[330, 3910]]",1
TEST_05720,"[[1740, 3910]]",1
TEST_05721,"[[0, 4980]]",1
TEST_05722,"[[0, 5000]]",1
TEST_05723,"[[290, 5000]]",1
TEST_05724,"[[230, 2240]]",1
TEST_05725,"[[0, 4990]]",1
TEST_05726,"[[1970, 4270]]",1
TEST_05727,"[[0, 4980]]",1
TEST_05728,"[[150, 4980]]",1
TEST_05729,"[[0, 5010]]",1
TEST_05730,"[[1330, 4980]]",1
TEST_05731,"[[700, 2780]]",1
TEST_05732,"[[0, 4980]]",1
TEST_05733,"[[3040, 4980]]",1
TEST_05734,"[[2660, 3770]]",1
TEST_05735,"[[120, 5000]]",1
TEST_05736,"[[340, 960], [1240, 3640]]",2
TEST_05737,"[[0, 4980]]",1
TEST_05738,[],0
TEST_05739,[],0
TEST_05740,"[[0, 3540], [3920, 4980]]",2
TEST_05741,"[[800, 1640]]",1
TEST_05742,"[[0, 2380]]",1
TEST_05743,"[[260, 3960]]",1
TEST_05744,"[[0, 5000]]",1
TEST_05745,"[[0, 4980]]",1
TEST_05746,"[[0, 4990]]",1
TEST_05747,"[[0, 2640]]",1
TEST_05748,"[[0, 5000]]",1
TEST_05749,"[[90, 800], [1520, 4980]]",2
TEST_05750,"[[1880, 2510], [4040, 4990]]",2
TEST_05751,"[[1030, 4240]]",1
TEST_05752,"[[0, 2890], [3170, 4980]]",2
TEST_05753,"[[0, 3320]]",1
TEST_05754,"[[140, 5000]]",1
TEST_05755,"[[0, 5010]]",1
TEST_05756,"[[300, 970], [2150, 4390]]",2
TEST_05757,"[[0, 2440], [2760, 4980]]",2
TEST_05758,"[[0, 4980]]",1
TEST_05759,"[[1480, 3070], [3360, 4980]]",2
TEST_05760,"[[0, 4980]]",1
TEST_05761,"[[40, 5010]]",1
TEST_05762,"[[0, 1880], [2760, 3950]]",2
TEST_05763,"[[1790, 4980]]",1
TEST_05764,[],0
TEST_05765,[],0
TEST_05766,[],0
TEST_05767,"[[360, 4990]]",1
TEST_05768,"[[0, 4980]]",1
TEST_05769,"[[0, 5000]]",1
TEST_05770,[],0
TEST_05771,"[[3030, 4980]]",1
TEST_05772,"[[0, 4980]]",1
TEST_05773,"[[10, 4980]]",1
TEST_05774,"[[290, 920], [2700, 3310]]",2
TEST_05775,"[[0, 2580], [2860, 4980]]",2
TEST_05776,"[[30, 4980]]",1
TEST_05777,[],0
TEST_05778,"[[220, 930], [1340, 4980]]",2
TEST_05779,"[[0, 4980]]",1
TEST_05780,"[[0, 4990]]",1
TEST_05781,[],0
TEST_05782,[],0
TEST_05783,"[[730, 5000]]",1
TEST_05784,"[[520, 3990], [4270, 4980]]",2
TEST_05785,"[[0, 4990]]",1
TEST_05786,"[[0, 4980]]",1
TEST_05787,"[[60, 4980]]",1
TEST_05788,[],0
TEST_05789,"[[0, 4990]]",1
TEST_05790,"[[0, 4980]]",1
TEST_05791,"[[0, 580], [1520, 4980]]",2
TEST_05792,"[[210, 4980]]",1
TEST_05793,"[[1350, 3940]]",1
TEST_05794,"[[0, 4980]]",1
TEST_05795,[],0
TEST_05796,"[[440, 5010]]",1
TEST_05797,"[[0, 1210], [1910, 2650], [3140, 4270]]",3
TEST_05798,"[[50, 5010]]",1
TEST_05799,"[[0, 4980]]",1
TEST_05800,[],0
TEST_05801,"[[0, 4980]]",1
TEST_05802,"[[700, 4990]]",1
TEST_05803,"[[0, 4980]]",1
TEST_05804,"[[400, 1580], [3210, 5010]]",2
TEST_05805,"[[0, 1260]]",1
TEST_05806,"[[0, 5000]]",1
TEST_05807,"[[0, 420], [1930, 3880]]",2
TEST_05808,[],0
TEST_05809,"[[0, 4990]]",1
TEST_05810,"[[0, 5000]]",1
TEST_05811,"[[0, 4990]]",1
TEST_05812,"[[0, 4980]]",1
TEST_05813,"[[420, 2630], [3170, 4980]]",2
TEST_05814,"[[0, 4980]]",1
TEST_05815,"[[2650, 4990]]",1
TEST_05816,"[[0, 5010]]",1
TEST_05817,"[[0, 4990]]",1
TEST_05818,"[[40, 4980]]",1
TEST_05819,"[[190, 4260]]",1
TEST_05820,"[[640, 4980]]",1
TEST_05821,"[[0, 4980]]",1
TEST_05822,"[[0, 5010]]",1
TEST_05823,"[[510, 3370], [4090, 4980]]",2
TEST_05824,"[[0, 670], [2370, 4980]]",2
TEST_05825,"[[20, 5000]]",1
TEST_05826,"[[110, 5010]]",1
TEST_05827,"[[2570, 4410]]",1
TEST_05828,[],0
TEST_05829,[],0
TEST_05830,"[[0, 4980]]",1
TEST_05831,"[[0, 4980]]",1
TEST_05832,[],0
TEST_05833,[],0
TEST_05834,"[[0, 4980]]",1
TEST_05835,"[[0, 4990]]",1
TEST_05836,[],0
TEST_05837,"[[0, 4980]]",1
TEST_05838,"[[1090, 3910]]",1
TEST_05839,"[[200, 2690]]",1
TEST_05840,"[[0, 4980]]",1
TEST_05841,"[[350, 1710], [2710, 3780], [4510, 4980]]",3
TEST_05842,"[[0, 4980]]",1
TEST_05843,"[[0, 4990]]",1
TEST_05844,"[[140, 5000]]",1
TEST_05845,"[[0, 4980]]",1
TEST_05846,"[[0, 4980]]",1
TEST_05847,"[[740, 4990]]",1
TEST_05848,"[[0, 4980]]",1
TEST_05849,"[[0, 4990]]",1
TEST_05850,"[[220, 1990], [2270, 4980]]",2
TEST_05851,"[[860, 4400]]",1
TEST_05852,"[[830, 5010]]",1
TEST_05853,"[[1410, 2210], [3500, 4980]]",2
TEST_05854,"[[320, 1450], [2270, 4200]]",2
TEST_05855,"[[0, 5000]]",1
TEST_05856,"[[0, 4980]]",1
TEST_05857,[],0
TEST_05858,"[[0, 4980]]",1
TEST_05859,"[[1470, 4980]]",1
TEST_05860,"[[0, 4980]]",1
TEST_05861,"[[0, 510], [790, 4980]]",2
TEST_05862,"[[0, 4990]]",1
TEST_05863,"[[0, 4980]]",1
TEST_05864,"[[280, 3200]]",1
TEST_05865,"[[0, 4990]]",1
TEST_05866,"[[0, 5010]]",1
TEST_05867,"[[0, 340], [1660, 2630]]",2
TEST_05868,"[[0, 4980]]",1
TEST_05869,"[[1630, 3640]]",1
TEST_05870,"[[0, 4980]]",1
TEST_05871,"[[10, 4030]]",1
TEST_05872,"[[820, 3820]]",1
TEST_05873,"[[0, 360], [1070, 4980]]",2
TEST_05874,"[[0, 4990]]",1
TEST_05875,[],0
TEST_05876,"[[0, 4990]]",1
TEST_05877,"[[0, 4990]]",1
TEST_05878,[],0
TEST_05879,"[[0, 4980]]",1
TEST_05880,"[[0, 360], [680, 2780]]",2
TEST_05881,"[[0, 5000]]",1
TEST_05882,"[[0, 4980]]",1
TEST_05883,"[[1100, 4990]]",1
TEST_05884,"[[0, 4980]]",1
TEST_05885,"[[1880, 4980]]",1
TEST_05886,"[[0, 5010]]",1
TEST_05887,"[[620, 3290]]",1
TEST_05888,"[[1840, 4250]]",1
TEST_05889,"[[0, 4180], [4560, 5010]]",2
TEST_05890,[],0
TEST_05891,"[[0, 5010]]",1
TEST_05892,"[[0, 4980]]",1
TEST_05893,"[[0, 720], [1440, 3670]]",2
TEST_05894,"[[1850, 4010]]",1
TEST_05895,"[[100, 810]]",1
TEST_05896,"[[30, 4980]]",1
TEST_05897,[],0
TEST_05898,"[[790, 4980]]",1
TEST_05899,"[[2830, 4980]]",1
TEST_05900,"[[200, 5010]]",1
TEST_05901,"[[100, 1920]]",1
TEST_05902,"[[0, 4980]]",1
TEST_05903,"[[830, 2950], [3770, 4980]]",2
TEST_05904,"[[900, 2070]]",1
TEST_05905,"[[0, 4990]]",1
TEST_05906,"[[0, 5000]]",1
TEST_05907,"[[0, 4980]]",1
TEST_05908,"[[0, 2320], [2770, 4980]]",2
TEST_05909,"[[1260, 5000]]",1
TEST_05910,[],0
TEST_05911,"[[2800, 4460]]",1
TEST_05912,"[[0, 4980]]",1
TEST_05913,"[[300, 4980]]",1
TEST_05914,"[[0, 4990]]",1
TEST_05915,"[[650, 1250]]",1
TEST_05916,"[[0, 4980]]",1
TEST_05917,"[[0, 4980]]",1
TEST_05918,"[[130, 4980]]",1
TEST_05919,"[[0, 4980]]",1
TEST_05920,"[[0, 4980]]",1
TEST_05921,"[[3850, 4980]]",1
TEST_05922,"[[0, 4980]]",1
TEST_05923,"[[1050, 1920]]",1
TEST_05924,[],0
TEST_05925,"[[0, 4980]]",1
TEST_05926,"[[1740, 4980]]",1
TEST_05927,"[[1780, 5010]]",1
TEST_05928,"[[0, 4980]]",1
TEST_05929,[],0
TEST_05930,"[[200, 4980]]",1
TEST_05931,"[[160, 4990]]",1
TEST_05932,[],0
TEST_05933,"[[0, 700], [1150, 4980]]",2
TEST_05934,"[[90, 4980]]",1
TEST_05935,"[[0, 4980]]",1
TEST_05936,"[[0, 4980]]",1
TEST_05937,"[[150, 4980]]",1
TEST_05938,"[[3530, 4990]]",1
TEST_05939,"[[0, 4980]]",1
TEST_05940,"[[0, 1520], [1840, 4990]]",2
TEST_05941,"[[0, 5000]]",1
TEST_05942,"[[20, 3150]]",1
TEST_05943,"[[250, 4990]]",1
TEST_05944,"[[0, 5010]]",1
TEST_05945,"[[0, 5010]]",1
TEST_05946,"[[0, 4990]]",1
TEST_05947,"[[0, 4980]]",1
TEST_05948,"[[0, 770], [1290, 2010], [2790, 4980]]",3
TEST_05949,[],0
TEST_05950,"[[0, 4980]]",1
TEST_05951,"[[330, 1080], [1720, 4460]]",2
TEST_05952,"[[0, 4980]]",1
TEST_05953,[],0
TEST_05954,"[[0, 4980]]",1
TEST_05955,"[[0, 3630], [4070, 4980]]",2
TEST_05956,"[[700, 3610], [4410, 4980]]",2
TEST_05957,"[[0, 4990]]",1
TEST_05958,"[[440, 3510]]",1
TEST_05959,"[[480, 3690]]",1
TEST_05960,"[[30, 1830], [3100, 4460]]",2
TEST_05961,"[[0, 4980]]",1
TEST_05962,"[[0, 4980]]",1
TEST_05963,"[[190, 4260]]",1
TEST_05964,"[[0, 4980]]",1
TEST_05965,"[[810, 1710]]",1
TEST_05966,"[[580, 1900], [2180, 3290]]",2
TEST_05967,"[[1170, 4400]]",1
TEST_05968,"[[0, 4980]]",1
TEST_05969,"[[0, 5000]]",1
TEST_05970,"[[0, 4990]]",1
TEST_05971,"[[0, 4980]]",1
TEST_05972,"[[0, 3990]]",1
TEST_05973,"[[1990, 4980]]",1
TEST_05974,"[[360, 4980]]",1
TEST_05975,"[[1200, 3680]]",1
TEST_05976,"[[1070, 4340]]",1
TEST_05977,"[[660, 1760]]",1
TEST_05978,"[[1170, 3830]]",1
TEST_05979,"[[0, 5010]]",1
TEST_05980,"[[0, 4980]]",1
TEST_05981,"[[0, 4990]]",1
TEST_05982,[],0
TEST_05983,"[[500, 4980]]",1
TEST_05984,"[[1980, 4280]]",1
TEST_05985,"[[0, 4980]]",1
TEST_05986,"[[2350, 3800]]",1
TEST_05987,"[[1670, 2350], [2990, 5010]]",2
TEST_05988,"[[1840, 4980]]",1
TEST_05989,"[[0, 4980]]",1
TEST_05990,"[[670, 2910]]",1
TEST_05991,"[[370, 5000]]",1
TEST_05992,"[[280, 3410], [4160, 4980]]",2
TEST_05993,"[[0, 4980]]",1
TEST_05994,"[[860, 2640]]",1
TEST_05995,"[[0, 4390]]",1
TEST_05996,"[[0, 5010]]",1
TEST_05997,"[[50, 1260], [1540, 2210], [2510, 3400], [4100, 4980]]",4
TEST_05998,"[[990, 2890]]",1
TEST_05999,"[[100, 4980]]",1
TEST_06000,"[[0, 4990]]",1
TEST_06001,"[[0, 4980]]",1
TEST_06002,"[[0, 1300], [1590, 2720]]",2
TEST_06003,"[[0, 5010]]",1
TEST_06004,"[[0, 4980]]",1
TEST_06005,"[[0, 5010]]",1
TEST_06006,[],0
TEST_06007,"[[0, 4980]]",1
TEST_06008,"[[190, 5000]]",1
TEST_06009,"[[0, 4980]]",1
TEST_06010,"[[180, 2870]]",1
TEST_06011,[],0
TEST_06012,"[[610, 4980]]",1
TEST_06013,"[[0, 3100]]",1
TEST_06014,[],0
TEST_06015,[],0
TEST_06016,"[[0, 5000]]",1
TEST_06017,"[[0, 4190]]",1
TEST_06018,"[[1450, 5000]]",1
TEST_06019,"[[0, 5010]]",1
TEST_06020,"[[0, 4980]]",1
TEST_06021,"[[600, 3390]]",1
TEST_06022,"[[0, 4980]]",1
TEST_06023,"[[1380, 4250]]",1
TEST_06024,[],0
TEST_06025,"[[0, 3530], [3810, 4980]]",2
TEST_06026,"[[20, 3060]]",1
TEST_06027,[],0
TEST_06028,"[[0, 4990]]",1
TEST_06029,"[[0, 4980]]",1
TEST_06030,"[[0, 4980]]",1
TEST_06031,"[[0, 490], [1190, 4990]]",2
TEST_06032,"[[0, 4980]]",1
TEST_06033,"[[1000, 4980]]",1
TEST_06034,[],0
TEST_06035,[],0
TEST_06036,"[[1710, 4980]]",1
TEST_06037,"[[0, 2060], [2410, 4990]]",2
TEST_06038,[],0
TEST_06039,[],0
TEST_06040,"[[830, 4980]]",1
TEST_06041,"[[40, 4980]]",1
TEST_06042,"[[120, 2110]]",1
TEST_06043,"[[0, 4980]]",1
TEST_06044,"[[2850, 4000]]",1
TEST_06045,"[[2290, 4420]]",1
TEST_06046,"[[70, 5000]]",1
TEST_06047,"[[600, 2670]]",1
TEST_06048,"[[0, 4980]]",1
TEST_06049,"[[0, 5010]]",1
TEST_06050,"[[0, 4980]]",1
TEST_06051,"[[0, 5010]]",1
TEST_06052,"[[0, 2070], [3130, 5010]]",2
TEST_06053,"[[0, 4980]]",1
TEST_06054,"[[860, 3830]]",1
TEST_06055,"[[130, 4980]]",1
TEST_06056,"[[0, 4990]]",1
TEST_06057,"[[0, 5010]]",1
TEST_06058,"[[0, 1240], [1520, 4120]]",2
TEST_06059,"[[270, 2290], [2680, 3610]]",2
TEST_06060,"[[0, 5010]]",1
TEST_06061,"[[1100, 4980]]",1
TEST_06062,"[[0, 4980]]",1
TEST_06063,"[[0, 5000]]",1
TEST_06064,"[[600, 4080]]",1
TEST_06065,"[[0, 4980]]",1
TEST_06066,"[[0, 4990]]",1
TEST_06067,"[[0, 4990]]",1
TEST_06068,[],0
TEST_06069,"[[1330, 3220]]",1
TEST_06070,"[[0, 5010]]",1
TEST_06071,"[[0, 4980]]",1
TEST_06072,"[[0, 4980]]",1
TEST_06073,"[[0, 5000]]",1
TEST_06074,"[[0, 4990]]",1
TEST_06075,"[[0, 4980]]",1
TEST_06076,[],0
TEST_06077,"[[550, 4990]]",1
TEST_06078,"[[0, 4980]]",1
TEST_06079,"[[160, 3050], [3690, 4980]]",2
TEST_06080,"[[0, 4980]]",1
TEST_06081,[],0
TEST_06082,"[[0, 4980]]",1
TEST_06083,"[[0, 4990]]",1
TEST_06084,"[[490, 4980]]",1
TEST_06085,"[[2260, 4050]]",1
TEST_06086,"[[2330, 3240]]",1
TEST_06087,"[[590, 2640]]",1
TEST_06088,"[[0, 4990]]",1
TEST_06089,[],0
TEST_06090,"[[0, 5010]]",1
TEST_06091,"[[0, 5000]]",1
TEST_06092,"[[0, 5010]]",1
TEST_06093,"[[880, 2730]]",1
TEST_06094,[],0
TEST_06095,"[[610, 2310]]",1
TEST_06096,"[[0, 4980]]",1
TEST_06097,[],0
TEST_06098,"[[510, 5010]]",1
TEST_06099,"[[1080, 5000]]",1
TEST_06100,"[[0, 500], [1510, 4160]]",2
TEST_06101,"[[0, 2390], [3430, 4980]]",2
TEST_06102,"[[0, 4980]]",1
TEST_06103,"[[0, 4980]]",1
TEST_06104,"[[0, 4980]]",1
TEST_06105,"[[2560, 4260]]",1
TEST_06106,"[[730, 3870]]",1
TEST_06107,"[[280, 1060], [1360, 2250], [2870, 4340]]",3
TEST_06108,"[[0, 4980]]",1
TEST_06109,"[[0, 4980]]",1
TEST_06110,"[[0, 2350]]",1
TEST_06111,"[[0, 4980]]",1
TEST_06112,"[[1460, 3480]]",1
TEST_06113,"[[70, 4980]]",1
TEST_06114,[],0
TEST_06115,[],0
TEST_06116,"[[0, 5000]]",1
TEST_06117,[],0
TEST_06118,"[[0, 5000]]",1
TEST_06119,"[[1870, 2760], [3080, 3930]]",2
TEST_06120,"[[1030, 4350]]",1
TEST_06121,"[[840, 4980]]",1
TEST_06122,"[[0, 4980]]",1
TEST_06123,"[[0, 4990]]",1
TEST_06124,"[[0, 4980]]",1
TEST_06125,"[[0, 4980]]",1
TEST_06126,"[[0, 4980]]",1
TEST_06127,"[[0, 4980]]",1
TEST_06128,"[[970, 3060]]",1
TEST_06129,"[[0, 5000]]",1
TEST_06130,"[[0, 5010]]",1
TEST_06131,"[[0, 5010]]",1
TEST_06132,"[[0, 4980]]",1
TEST_06133,"[[0, 5000]]",1
TEST_06134,"[[0, 4980]]",1
TEST_06135,"[[1110, 3560], [3870, 4990]]",2
TEST_06136,"[[1090, 2840]]",1
TEST_06137,"[[40, 4980]]",1
TEST_06138,"[[0, 4980]]",1
TEST_06139,"[[0, 440], [1340, 3820]]",2
TEST_06140,"[[470, 3790]]",1
TEST_06141,"[[0, 4980]]",1
TEST_06142,"[[3170, 4980]]",1
TEST_06143,"[[0, 4980]]",1
TEST_06144,"[[700, 4990]]",1
TEST_06145,[],0
TEST_06146,"[[0, 4980]]",1
TEST_06147,"[[0, 4990]]",1
TEST_06148,"[[0, 690], [980, 1550], [1830, 4980]]",3
TEST_06149,"[[0, 4980]]",1
TEST_06150,"[[520, 4400]]",1
TEST_06151,"[[0, 4980]]",1
TEST_06152,"[[0, 4980]]",1
TEST_06153,[],0
TEST_06154,[],0
TEST_06155,"[[1290, 2440]]",1
TEST_06156,"[[0, 4990]]",1
TEST_06157,"[[0, 5010]]",1
TEST_06158,"[[1260, 3730]]",1
TEST_06159,"[[0, 5010]]",1
TEST_06160,"[[1290, 3910]]",1
TEST_06161,"[[0, 4990]]",1
TEST_06162,"[[0, 4980]]",1
TEST_06163,"[[0, 4980]]",1
TEST_06164,[],0
TEST_06165,"[[2810, 4310]]",1
TEST_06166,"[[720, 4060]]",1
TEST_06167,"[[0, 2400], [2850, 5000]]",2
TEST_06168,"[[0, 480]]",1
TEST_06169,[],0
TEST_06170,"[[0, 4990]]",1
TEST_06171,[],0
TEST_06172,"[[0, 5000]]",1
TEST_06173,"[[0, 5010]]",1
TEST_06174,"[[0, 4980]]",1
TEST_06175,"[[0, 4980]]",1
TEST_06176,"[[10, 3490]]",1
TEST_06177,"[[0, 880], [1190, 4980]]",2
TEST_06178,"[[0, 4990]]",1
TEST_06179,[],0
TEST_06180,"[[0, 4980]]",1
TEST_06181,"[[1540, 2990]]",1
TEST_06182,"[[140, 4980]]",1
TEST_06183,"[[370, 2530], [4460, 4980]]",2
TEST_06184,"[[0, 1990]]",1
TEST_06185,"[[270, 1710]]",1
TEST_06186,"[[40, 3670]]",1
TEST_06187,"[[210, 4980]]",1
TEST_06188,"[[0, 4990]]",1
TEST_06189,"[[0, 4980]]",1
TEST_06190,"[[0, 4980]]",1
TEST_06191,"[[0, 4980]]",1
TEST_06192,"[[0, 4990]]",1
TEST_06193,"[[0, 5010]]",1
TEST_06194,"[[0, 1390], [1930, 5010]]",2
TEST_06195,[],0
TEST_06196,"[[3170, 5010]]",1
TEST_06197,"[[870, 4990]]",1
TEST_06198,"[[0, 4980]]",1
TEST_06199,"[[0, 4980]]",1
TEST_06200,"[[0, 4980]]",1
TEST_06201,"[[0, 4990]]",1
TEST_06202,"[[0, 5010]]",1
TEST_06203,"[[0, 4980]]",1
TEST_06204,"[[410, 3450], [3990, 4980]]",2
TEST_06205,"[[2350, 3880]]",1
TEST_06206,[],0
TEST_06207,"[[340, 4990]]",1
TEST_06208,[],0
TEST_06209,[],0
TEST_06210,"[[0, 4990]]",1
TEST_06211,[],0
TEST_06212,"[[0, 5010]]",1
TEST_06213,"[[0, 4980]]",1
TEST_06214,"[[0, 5010]]",1
